Shell Weight,Sex_I,Volume,Ratio_ShuWei,Age
3.81300775,1,0.06407540016384183,0.44402985074626866,8
2.9766975,1,0.052155346788111796,0.4693295292439372,8
0.56699,1,0.011044661672776615,0.37914691943127965,5
3.685435,1,0.06954046238414906,0.5196560196560197,7
4.0539785,0,0.08865130636655767,0.5381205673758865,7
7.087375,0,0.11365468188216435,0.3612565445026178,13
8.3631025,0,0.18808649767195143,0.42586290714632963,11
2.4097075,1,0.046050103252326946,0.8346456692913385,7
2.4097075,1,0.045078582086666034,0.4314606741573033,7
8.23552975,0,0.2126097372009499,0.31621880998080615,15
6.23689,0,0.16164475950423735,0.4547008547008547,9
2.83495,1,0.06407540016384183,0.48655256723716384,8
3.40194,0,0.06442719309119692,0.4402597402597402,7
2.26796,1,0.041622012044630396,0.49200710479573706,7
7.2291225,0,0.1591351669352564,0.42842741935483875,10
11.90679,0,0.24095770216107648,0.4193975504799735,18
10.77281,0,0.25420106962982253,0.3962390866353257,11
5.953395,0,0.09419869222248142,0.42311033883579496,9
5.5281525,0,0.10138999415608932,0.46123727486296,9
3.96893,1,0.1013797676175034,0.39230769230769236,10
23.1048425,0,0.31617184815268534,0.33308004052684903,14
1.757669,1,0.034266062839789446,0.47228915662650606,6
10.489315,0,0.21549515506296274,0.4098360655737705,13
5.953395,0,0.12747993939644833,0.37887740029542094,11
5.40057975,0,0.09970875121256667,0.45324283559577677,9
1.70097,1,0.0335021404074224,0.5083333333333333,5
7.7961125,0,0.14835895190035978,0.4260042283298097,9
8.7599955,0,0.21827933019297516,0.44060211554109036,12
1.3891255,1,0.027259861254586435,0.3852941176470588,6
12.3320325,0,0.302010137518925,0.48861220771333125,11
5.2446575,0,0.1232706961144901,0.41673062164236374,9
7.37087,0,0.17464371270078022,0.4132231404958678,11
11.4815475,0,0.2237464377209996,0.4220849981837995,11
2.9766975,1,0.056493444456252394,0.44576719576719576,7
1.13398,1,0.021399031991004694,0.46288209606986896,7
9.4970825,0,0.20474348372067228,0.46266878474980144,19
6.6621325,0,0.1411098700237415,0.49462365591397855,9
10.3475675,0,0.20251614361666234,0.36376339077782954,12
12.643877,0,0.23548139074832475,0.3867214236824093,13
4.1106775,1,0.08500810199532928,0.4294605809128631,9
5.953395,1,0.12038681223326513,0.5406451612903226,7
8.9300925,0,0.21092235833427564,0.4642375168690958,11
12.47378,0,0.2551214581025539,0.3709389503748661,11
8.50485,0,0.16192701196920825,0.3637259733859044,13
11.0846545,0,0.2515973929058513,0.46058844896476575,9
1.984465,1,0.033170800557239095,0.40674157303370784,6
8.3631025,0,0.17889590744479925,0.4127388535031846,23
12.303683,0,0.2616807599515529,0.4566721581548599,11
0.3685435,1,0.007086991240031663,0.45238095238095233,7
5.10291,0,0.12204351148418162,0.39782439782439777,9
8.391452,0,0.14005244593395905,0.35372960372960377,10
0.56699,1,0.010613613071380751,0.41358024691358025,3
11.623295,0,0.26318508377753946,0.4018939393939394,19
7.087375,0,0.11408982109899456,0.4322981366459627,11
11.7650425,0,0.2589973162266117,0.542384105960265,11
3.9405805,1,0.08891975300443766,0.46260683760683763,8
8.788345,0,0.2203410003718935,0.4719646799116997,10
8.9300925,0,0.2262468264052532,0.43359215365753984,9
8.221355,0,0.16333009306319432,0.5191883546537275,12
6.0951425,0,0.11480925808851294,0.4177918983320096,12
5.6699,0,0.10858129608969722,0.4618410700236035,8
14.9827108,0,0.3220030204543679,0.4822807814629714,13
4.252425,1,0.09187317734804681,0.47002398081534774,9
3.8271825,1,0.08808731276354505,0.45706371191135736,8
3.685435,1,0.08332583639794801,0.45580404685835996,7
1.13398,1,0.026672857939755525,0.33463035019455256,5
10.0640725,0,0.19772705559688336,0.42412451361867703,14
7.654365,0,0.18610663980172035,0.4653371320037986,10
9.4970825,0,0.28654147525388624,0.44243421052631576,8
8.6465975,0,0.18625083399578157,0.43103448275862066,8
7.824462,0,0.17404546019350484,0.4081439393939394,13
4.3941725,0,0.10308350894591507,0.4624676445211389,8
8.50485,0,0.19320794819577225,0.5061425061425062,10
6.87475375,0,0.17542450892181405,0.4305468258956631,10
7.087375,0,0.19163715186897737,0.4917541229385307,10
8.221355,0,0.167510702037112,0.4806087383406971,10
7.5126175,0,0.1411098700237415,0.45623069001029865,10
6.0951425,0,0.1590185843953771,0.4231433506044905,11
3.5436875,0,0.07573774476720704,0.35986913849509267,10
5.5281525,0,0.16543062408873907,0.403068340306834,9
7.5126175,1,0.1286907615650194,0.4367952522255193,9
5.783298,0,0.1256023469120763,0.5054378935317687,8
3.5436875,1,0.06335545184739418,0.45861297539149887,7
12.757275,0,0.21637514870827984,0.3708865660085172,12
3.96893,1,0.08865130636655767,0.49738219895287955,8
7.2291225,1,0.15738642883706677,0.5163356822549647,8
9.00096625,0,0.15264642820250013,0.43135011441647597,10
1.8427175,1,0.03512202411942964,0.32975871313672916,5
5.953395,1,0.11352736147676983,0.5317750182615048,8
1.71514475,1,0.0315693246146865,0.39512195121951216,6
11.056305,0,0.2728031433175824,0.4163868368032236,11
14.01882775,0,0.3269189175526121,0.4393731097058015,10
7.767763,0,0.17395035338465592,0.4955898566703418,9
7.087375,0,0.19615779325087634,0.4758726899383984,11
3.685435,1,0.08354672963140355,0.4658721560130011,8
3.8271825,0,0.08074874867430014,0.4335078534031414,9
7.7961125,0,0.1734165280704717,0.45846817691477887,11
4.6776675,1,0.0887448791946187,0.4780380673499268,10
2.1262125,1,0.043626413607467635,0.4243027888446215,7
6.9456275,0,0.12287186110963985,0.4019138755980861,13
6.47786075,0,0.12312752457428745,0.47780517879161527,11
6.520385,0,0.15876701154616385,0.4105504587155963,12
1.984465,1,0.03954091144239887,0.41928721174004197,6
1.5592225,0,0.027955265878427924,0.373015873015873,7
7.087375,0,0.1498290168220835,0.4386437029063509,11
8.3631025,0,0.18672636804002612,0.42061403508771933,9
1.70097,1,0.03285786847651043,0.4010152284263959,7
1.23320325,1,0.023265375282932224,0.4736842105263158,5
8.06543275,0,0.20314507573969545,0.41498429789143115,10
9.63883,0,0.1759792986400993,0.47189967487227125,11
7.3425205,0,0.1561439043988794,0.43132014965259224,10
4.252425,1,0.11167380135807466,0.4367720465890183,9
8.7599955,0,0.16630806109940965,0.32908404154863075,16
10.07824725,0,0.24458403274363819,0.394524959742351,10
3.75630875,1,0.08155920185723305,0.3987473903966597,6
12.85649825,0,0.33220194738609016,0.4575418994413408,11
8.1363065,0,0.19937250565535536,0.5080121264616717,11
4.252425,0,0.09901743720415955,0.4383802816901408,7
11.056305,0,0.24703226608110365,0.33178869323447635,21
11.90679,0,0.32176781006689203,0.45883586785527003,12
9.07184,0,0.19886833730307027,0.47067901234567905,11
7.93786,0,0.17312507172077343,0.41897412619155694,10
11.90679,0,0.2536836067773758,0.3948542024013722,12
10.0640725,0,0.2608580349223169,0.4263334576650503,11
6.23689,1,0.12868258033415064,0.4991066110780226,9
0.56699,0,0.010405503011157599,0.326241134751773,9
8.9300925,0,0.20685424128480298,0.41910828025477703,11
1.984465,1,0.03681298227460891,0.377431906614786,6
4.762716,1,0.09449321653375548,0.5186846038863976,8
3.96893,1,0.0714068056760766,0.47690763052208834,7
11.056305,0,0.2635440352819047,0.45113290497125463,10
0.283495,1,0.0055836900679037335,0.375,7
8.17883075,0,0.1580041117676554,0.33453608247422684,12
7.93786,0,0.17303303287350033,0.5,11
10.3475675,1,0.20008938601022724,0.3906564639548933,14
3.8271825,1,0.07532459260833654,0.430317848410758,7
3.52951275,1,0.07289476704032566,0.3835616438356164,7
6.36446275,0,0.11102339350401116,0.42267319804058784,10
1.70097,0,0.03414641233833437,0.3979591836734694,6
7.7961125,0,0.15253904954734818,0.40558659217877097,9
6.6621325,1,0.13230584295513653,0.4198717948717949,9
4.12485225,0,0.09472331365193834,0.4755186721991701,8
0.29766975,1,0.00598457038047118,0.39682539682539686,4
7.2291225,0,0.1464338060115633,0.36128661688684666,10
8.9300925,0,0.17924565506443715,0.5059186824498199,10
10.0640725,0,0.23365595361074085,0.5029347028613353,12
12.85649825,0,0.2873606209946171,0.38893715609614826,9
10.20582,0,0.2152972715413255,0.3683206106870229,13
5.386405,1,0.10354370318228077,0.4392,9
2.551455,1,0.04221259464796637,0.3622183708838822,7
4.819415,0,0.10710049330245827,0.4217171717171717,9
8.0796075,0,0.15762368453225978,0.39275500476644426,13
10.1207715,0,0.22370553156665599,0.41486537732271517,11
3.8271825,1,0.06166602767300278,0.43941109852774635,8
3.685435,1,0.08651651643675017,0.4305555555555555,7
3.798833,0,0.09970875121256667,0.4788053949903661,9
0.2551455,1,0.005006913291658733,0.37500000000000006,5
2.9766975,1,0.05650162568712111,0.42857142857142855,8
11.056305,0,0.2625581969622235,0.4020805065581185,13
5.5281525,0,0.08513593372765309,0.4379496402877698,12
6.7755305,0,0.13812730004516255,0.43548387096774194,9
0.9922325,1,0.018361750030991126,0.3204633204633205,6
2.551455,1,0.046792549953663595,0.4119601328903654,7
3.685435,0,0.08189412099592144,0.42626728110599077,10
14.98271075,0,0.2848203488098785,0.4838080374561061,8
13.60776,0,0.32281705292580587,0.5183034587225448,12
14.0330025,0,0.34402075802981974,0.47602932882120697,16
7.7961125,0,0.14560545638610503,0.436676217765043,10
1.984465,1,0.03390302071998985,0.3802816901408451,7
2.4097075,1,0.04072718991836377,0.3735408560311284,6
1.984465,1,0.04025983710498794,0.4226190476190476,6
3.5436875,0,0.06915185391788468,0.400763358778626,10
0.850485,1,0.017137633362258382,0.45539906103286387,5
1.26155275,1,0.028563744924289224,0.3954081632653061,6
4.7910655,1,0.09941473822822192,0.4699093157460841,8
2.9766975,1,0.061563762287143727,0.4664764621968616,7
12.48795475,0,0.22825634123738342,0.41979061127997297,17
1.2757275,1,0.024804469340110817,0.28023598820059,8
1.5592225,1,0.030736884373793884,0.3870967741935484,5
8.9300925,0,0.19668088069954534,0.34681769147788566,8
4.7343665,0,0.10952622825503476,0.41077441077441074,9
11.056305,0,0.22146847625098942,0.3697251258226868,16
6.80388,0,0.16120604099890204,0.4251152073732719,10
7.6827145,0,0.1807182766208074,0.41681790683605563,10
11.3398,0,0.23746022596469726,0.45579567779960706,9
4.9611625,0,0.08654719605250788,0.42410714285714285,7
5.6699,0,0.18555031610264713,0.519669551534225,10
3.2601925,1,0.07091593182395318,0.434135166093929,9
11.90679,0,0.25078745104984773,0.3365257595772787,18
0.850485,1,0.01924225500323748,0.339622641509434,3
7.2291225,0,0.16447751069253283,0.4448453608247423,12
2.6365035,1,0.039057196167285604,0.43897996357012753,7
8.50485,0,0.20086558028889734,0.40247131509267436,11
3.8271825,1,0.08015049616702474,0.4745470232959448,8
2.26796,1,0.04243604451606837,0.44465290806754226,7
10.77281,0,0.21005054591982728,0.3944468929043631,12
6.3786375,0,0.15876701154616385,0.4742138364779875,11
10.0640725,0,0.21753995145321428,0.36402206194314807,10
13.60776,0,0.2889283493598363,0.53946587537092,11
6.690482,0,0.137598076673342,0.46934097421203436,8
8.788345,0,0.20046060936089558,0.4534986713906112,11
8.3631025,0,0.1744749748141128,0.425998052580331,9
11.056305,0,0.24460857643624434,0.4464482885535517,10
0.7654365,1,0.014968584528188082,0.4891304347826087,6
9.4970825,0,0.19717022057088088,0.4193115780062584,10
3.742134,1,0.06378292116028496,0.4224137931034483,8
8.278054,0,0.18610663980172035,0.518895966029724,11
13.60776,0,0.32736377198109884,0.4580698377783888,10
5.10291,1,0.11061024134514064,0.45409836065573767,8
4.1106775,1,0.09073496360343568,0.4568315171835708,9
6.9456275,0,0.146464485627321,0.36686787391012743,10
8.7599955,0,0.1982670168342191,0.4966804979253112,10
10.489315,0,0.2277501275773811,0.3750981932443048,14
2.1262125,1,0.04857810359076248,0.5528089887640449,8
2.4097075,1,0.049608938680221634,0.4709193245778612,7
7.7961125,0,0.19488714583157776,0.46701030927835047,10
8.788345,0,0.21092235833427564,0.4458105646630237,10
4.53592,0,0.08953539062730909,0.5391304347826087,12
5.386405,0,0.13469578502266236,0.44515669515669515,9
7.8528115,0,0.1464338060115633,0.4136939010356732,10
12.190285,0,0.29550605897828985,0.30916245081506466,9
3.5436875,0,0.05697971636601214,0.41984732824427484,8
2.83495,1,0.0474102328842522,0.4410828025477707,7
4.819415,0,0.107685451309572,0.3656307129798903,12
10.0640725,0,0.21767187380097247,0.36527311565456205,15
7.2291225,0,0.18233509237123882,0.40904198062432723,10
8.0796075,0,0.17924565506443715,0.4665469241131567,12
6.6621325,1,0.1572115550272478,0.4652173913043478,10
1.2757275,1,0.018683885996447103,0.39144736842105265,4
14.41572075,0,0.32400230874791214,0.578476821192053,11
10.0640725,0,0.24045148850107423,0.3096774193548388,19
10.3475675,0,0.21935925266764666,0.4801619433198381,9
4.1106775,1,0.08771813472059391,0.3930041152263375,7
12.0485375,0,0.3005221761546759,0.4282951981952949,10
6.80388,1,0.13916273707698537,0.42721979621542944,9
10.0640725,0,0.26269932319470896,0.45919117647058827,12
9.355335,0,0.20401944478879025,0.488622754491018,13
0.396893,1,0.004352414822160858,0.3586956521739131,4
4.819415,1,0.08822230307287901,0.42175066312997345,6
8.0796075,0,0.2171656601409702,0.4045839561534629,12
6.80388,0,0.1195226697227562,0.4235751295336787,8
8.9300925,0,0.20862138715244719,0.3714912280701755,11
1.70097,0,0.03132797830405915,0.4815950920245399,9
1.417475,1,0.02738155706375869,0.44705882352941173,7
0.7654365,1,0.013221380410786339,0.39375,5
9.922325,0,0.20382002728636514,0.40647330811265237,10
9.19941275,0,0.2172500290843039,0.45161290322580644,9
13.324265,0,0.2748893571891069,0.3465413028878442,17
4.819415,0,0.11233801503922917,0.4453496266123557,9
3.8271825,0,0.08963867866702674,0.5557363710333605,8
1.8427175,1,0.026208061761026177,0.4117647058823529,6
8.788345,0,0.18029080730791658,0.407545412203074,11
11.963489,0,0.2491307517989312,0.40730032526201665,13
9.7805775,0,0.17542450892181405,0.3243102550754815,13
5.5281525,0,0.08347616651516081,0.37014667817083696,8
7.7961125,0,0.15931106339893394,0.3389074693422519,12
4.819415,1,0.11010914095443132,0.48823016564952043,8
10.0640725,0,0.19680768977801058,0.38661087866108784,10
2.1262125,1,0.04371845245474077,0.4226190476190476,6
10.0640725,0,0.1937325696252291,0.4723700368399508,9
6.19436575,0,0.15445345757062945,0.4816723940435281,11
3.2601925,0,0.08114758367915041,0.4461538461538462,8
9.355335,0,0.20638177520213416,0.4157472417251755,20
1.984465,1,0.034266062839789446,0.42519685039370075,7
0.56699,1,0.008796868491594856,0.4881889763779527,4
8.9300925,1,0.15844794354228364,0.43106995884773663,11
6.0951425,0,0.147425780254396,0.4496774193548387,9
2.1262125,1,0.04908738521234052,0.43308550185873607,9
1.26155275,1,0.03379666471869645,0.36802030456852797,6
8.9300925,0,0.19006635554218246,0.4221311475409836,11
0.58116475,1,0.006729062389525012,0.33070866141732286,4
11.7083435,0,0.23052663280345412,0.42077922077922075,11
10.0640725,0,0.20835754245693083,0.47993447993447996,11
5.6699,0,0.11182719943686324,0.4213298222514812,8
9.922325,0,0.22369121441263573,0.4047217537942665,13
9.4970825,0,0.20410534771291183,0.4302973977695167,12
0.1417475,1,0.0019404856966753357,0.3611111111111111,4
12.757275,0,0.22813362277435256,0.4265927977839335,11
6.80388,0,0.15136913353312068,0.4546448087431694,9
1.927766,1,0.031219576995048567,0.5215419501133787,7
2.1262125,1,0.05824013724672484,0.39730134932533734,7
4.1106775,1,0.0770549229370715,0.38730853391684905,9
1.0489315,1,0.022565880043656374,0.43971631205673756,6
8.77417025,0,0.16299721923222316,0.375,13
10.0640725,0,0.3014379626850437,0.4784688995215311,12
1.5592225,1,0.04226117070624941,0.3983957219251337,7
2.9766975,1,0.046221909100570134,0.34353268428372735,8
9.922325,0,0.20400410498091145,0.4649330181245075,9
9.48290775,0,0.19446990305727285,0.4435920577617329,11
4.5075705,0,0.11167380135807466,0.4570957095709571,10
7.5126175,0,0.18764471120504034,0.40195573854863614,11
17.0097,0,0.33639482820631095,0.3214364397444371,11
7.6827145,0,0.21858305838897654,0.6082928981032202,9
2.4097075,1,0.051991722170737324,0.40789473684210525,8
0.2551455,1,0.003489806292439833,0.3272727272727273,4
5.8116475,0,0.13859005091617474,0.4657718120805369,8
5.10291,0,0.11151017674070021,0.4168819982773471,9
8.6465975,0,0.1849060441717352,0.41913123844731975,10
9.355335,0,0.2239381853194853,0.40810478919361437,13
7.2291225,0,0.20641245481789183,0.4994172494172494,10
6.6621325,0,0.10934215056048852,0.4302788844621514,9
10.489315,0,0.2877747958073463,0.44767441860465107,11
4.819415,0,0.09569534614452853,0.38408304498269896,9
8.9300925,1,0.20420352248333654,0.455012853470437,10
4.252425,0,0.08937994724080334,0.4020707506471096,11
5.10291,0,0.12337296150034915,0.47521480502313285,9
8.50485,0,0.16333827429406306,0.43807463493780424,10
7.654365,0,0.1677050062702442,0.4103585657370518,13
8.6465975,0,0.22388858660734368,0.44164648910411625,12
2.6932025,1,0.05177696486043334,0.472543352601156,7
1.26155275,1,0.019428378005500936,0.4326923076923077,5
6.7755305,0,0.16746979588276842,0.4225268176400476,9
1.984465,1,0.03379666471869645,0.39999999999999997,6
5.17378375,0,0.12455923997631405,0.4174589455488332,8
6.3786375,0,0.1244447027441519,0.37951411687458964,11
10.61688775,0,0.24893747021965756,0.40490341753343234,9
0.9922325,1,0.014623950177843112,0.3990147783251231,5
8.9300925,0,0.19668088069954534,0.44204495372410746,10
7.2291225,0,0.1776308846217229,0.44900784494693124,9
1.74349425,1,0.03442252888015379,0.37721518987341773,6
5.25883225,1,0.12640001692177683,0.48034591194968557,9
3.8271825,1,0.08277360331430919,0.4185022026431718,8
4.422522,1,0.08327623768580637,0.41382181515403826,7
4.1106775,0,0.08627107951068845,0.4995685936151855,10
7.5126175,0,0.1596137689410767,0.4449812130971551,13
8.6465975,0,0.18203443213681325,0.47998240211174664,11
3.2601925,1,0.07091593182395318,0.41237113402061853,8
9.7805775,0,0.19397135930121,0.4459627329192546,11
6.9456275,1,0.15343898494290775,0.42578616352201265,10
4.35164825,1,0.09807659565425636,0.496551724137931,8
5.10291,0,0.09299758526556699,0.43166542195668406,7
1.5592225,1,0.031638353750141346,0.43548387096774194,7
5.2446575,0,0.1276732209757219,0.4595687331536388,11
8.6465975,0,0.19328157927359077,0.4648876404494382,10
1.644271,1,0.026998061866787285,0.382051282051282,6
4.6776675,0,0.07938350577308192,0.3947655398037077,11
2.26796,1,0.043074180523828796,0.43911439114391143,7
6.80388,0,0.137598076673342,0.5229357798165137,8
11.623295,0,0.21767187380097247,0.3518662519440125,17
15.025235,0,0.32106217890446465,0.3788955713504647,19
4.252425,0,0.09111845880040707,0.5156826568265682,8
4.6776675,1,0.09795745647973056,0.4452003023431595,9
7.087375,0,0.15383066137074786,0.35501653803748623,9
1.00640725,1,0.0164519439500735,0.48444444444444446,8
2.25378525,1,0.053259812955389466,0.5253054101221641,7
5.17378375,0,0.1288891564135859,0.48282694848084545,8
10.20582,0,0.19750002644027628,0.4278708622803432,11
11.623295,0,0.24831314003898813,0.56791104050834,13
9.922325,0,0.2024854640009046,0.4381974248927039,13
2.551455,1,0.04908738521234052,0.4498525073746313,7
4.26659975,0,0.08561658104119058,0.428125,11
7.7961125,0,0.1665289543328652,0.49873801110550225,10
6.19436575,1,0.12430357651166644,0.4540117416829746,9
15.7339725,0,0.27112803629721133,0.3545633617859488,13
3.5436875,1,0.09941473822822192,0.5035175879396985,8
5.10291,0,0.12435470920459597,0.49093444909344497,9
10.21999475,0,0.24240731400562845,0.4515545914678236,10
10.19164525,0,0.16405924526436932,0.36324582338902145,14
8.9300925,0,0.22549517581918924,0.44681692368525106,12
12.757275,0,0.24428644047078835,0.30386740331491713,16
12.6155275,0,0.2866907827172404,0.4175257731958763,16
11.4248485,0,0.24496906192139745,0.45748987854251005,10
15.23785625,0,0.36324665057131983,0.488112220637185,12
8.278054,0,0.17538513674825829,0.4512348262871494,10
5.0178615,1,0.10170292623681801,0.4130067567567568,14
10.489315,0,0.188449539791751,0.34120171673819744,14
3.685435,1,0.07507711037455764,0.42358078602620086,7
3.33106625,1,0.07244479934254588,0.4192139737991266,7
11.056305,0,0.3211848973674955,0.5300171077838103,9
6.23689,0,0.14124076971764113,0.451459606245757,10
5.6699,0,0.13081788159088747,0.41957563312799456,9
2.4097075,1,0.04528260153145484,0.4394904458598726,7
4.9611625,0,0.08891975300443766,0.3844660194174757,9
10.0640725,0,0.20997742616893808,0.48794712286158637,9
7.37087,0,0.16471885700316014,0.4940239043824701,9
6.010094,0,0.1220966894848283,0.40934065934065933,9
10.3475675,0,0.2169943656196563,0.4607195301027901,10
2.551455,0,0.04528260153145484,0.4079147640791476,7
0.9922325,1,0.017180584824319178,0.40944881889763785,5
16.44271,0,0.3129320807286708,0.4719551282051282,12
1.984465,1,0.033297609635704314,0.43243243243243246,7
0.12757275,1,0.0016198837120072374,0.35714285714285715,3
6.6621325,0,0.12678351211874822,0.4563225412339645,9
8.9300925,0,0.18791264651599107,0.4451503600169419,10
9.4970825,0,0.20213111443890305,0.3999083829592304,12
4.1106775,1,0.05177185159114039,0.37982565379825656,8
7.087375,0,0.18748313189538304,0.47663551401869153,8
5.8116475,1,0.1322046002231361,0.5543695797198133,10
10.489315,0,0.23183051647315692,0.42868157286044717,11
6.23689,0,0.15347477782795838,0.47351351351351345,8
2.16873675,0,0.04389230361070114,0.4226190476190476,8
4.53592,1,0.08927768185494431,0.3627946127946128,6
8.3631025,0,0.21382464998495526,0.3656838656838657,10
3.35941575,1,0.07645360246822036,0.43033292231812575,6
2.9766975,1,0.05347457026569345,0.4761194029850747,9
14.74174,0,0.277718017761968,0.45728511530398325,8
16.159215,0,0.3361821162037242,0.38015227093725384,12
3.5436875,1,0.08622250345240541,0.46325167037861914,8
5.03203625,0,0.10663416314294105,0.442523768366465,8
1.7860185,1,0.023265375282932224,0.44512195121951215,8
6.9456275,0,0.14995173528511435,0.4774951076320939,9
10.489315,0,0.1875823293196663,0.36619109381755294,9
1.13398,1,0.024838216917444297,0.41635687732342,5
11.623295,0,0.22420203001500164,0.4198913781398506,12
12.190285,0,0.20037624041756186,0.478767942583732,15
7.83863675,0,0.18748313189538304,0.4607218683651804,10
4.3941725,0,0.0825920822544094,0.3934942287513117,10
8.0796075,0,0.16041348425849444,0.4469696969696969,10
9.2135875,0,0.19572981261105626,0.4452488687782805,10
8.0796075,0,0.1691633106725941,0.4223069590085796,14
8.674947,0,0.18628662688083222,0.4740259740259741,10
2.16873675,1,0.04745113903859583,0.4504672897196262,7
13.834556,0,0.292767903271914,0.45460066808381416,15
9.7805775,0,0.18748313189538304,0.4531693472090823,9
5.953395,0,0.15478888803624707,0.44812768569674644,9
0.4252425,1,0.007086991240031663,0.40476190476190477,5
6.80388,0,0.14282792850617343,0.40465116279069774,11
9.63883,0,0.1837146524264773,0.4403086699954607,9
8.221355,0,0.10236765124490178,0.3412249099330932,10
0.56699,1,0.009081166264282996,0.456140350877193,3
13.324265,0,0.2696533694331239,0.31965128950236105,15
1.13398,1,0.020363594959181885,0.48249027237354086,5
17.066399,0,0.34535071937291667,0.4,16
7.5126175,0,0.1394327176956532,0.4743935309973046,9
7.087375,0,0.14395693836605727,0.45396270396270394,17
2.721552,1,0.06288298576472538,0.4034391534391535,8
9.63883,0,0.18522051023325173,0.44910677191524717,10
8.618248,0,0.20427510825343786,0.39982839982839985,11
